sample #',V5',V2'
96110,1045,978
96120,1062,1046
96130,1100,1031
96140,1113,1049
96150,1126,1107
96160,1115,1065
96170,1129,1093
96180,1124,1072
96190,1082,1042
96200,1076,1035
96210,1084,1041
96220,1053,1037
96230,1027,1028
96240,1055,1018
96250,1045,1043
96260,1022,1034
96270,1036,1038
96280,1035,1031
96290,1027,1010
96300,1025,1013
96310,1041,1071
96320,1074,1003
96330,1038,1038
96340,932,979
96350,879,940
96360,855,889
96370,964,854
96380,1074,983
96390,1045,982
96400,1063,1038
96410,1048,1037
96420,1098,1032
96430,1101,1040
96440,1127,1064
96450,1115,1063
96460,1112,1096
96470,1105,1087
96480,1061,1103
96490,1036,1068
96500,1032,1047
96510,1064,1042
96520,1025,1057
96530,1020,1039
96540,1021,1057
96550,1022,1029
96560,1026,1033
96570,1003,1032
96580,988,1040
96590,983,1033
96600,1007,1022
96610,1020,1043
96620,1243,1129
96630,1013,1031
96640,898,974
96650,847,965
96660,843,896
96670,947,876
96680,1011,994
96690,1029,1021
96700,1038,1057
96710,1038,1055
96720,1054,1066
96730,1055,1047
96740,1094,1081
96750,1126,1101
96760,1089,1118
96770,1053,1074
96780,1037,1077
96790,1011,1067
96800,1001,1064
96810,985,1055
96820,1000,1047
96830,998,1039
96840,981,1018
96850,1009,1033
96860,989,1041
96870,977,1038
96880,983,1033
96890,1009,1055
96900,977,1026
96910,1085,1055
96920,993,1054
96930,916,989
96940,813,959
96950,816,901
96960,936,878
96970,1016,970
96980,1029,1044
96990,1047,1069
97000,1036,1069
97010,1051,1079
97020,1064,1111
97030,1070,1092
97040,1061,1110
97050,1073,1113
97060,1081,1105
97070,1051,1097
97080,1031,1065
97090,1049,1056
97100,1023,1049
97110,1014,1042
97120,997,1053
97130,999,1038
97140,1012,1037
97150,1012,1038
97160,1016,1039
97170,1003,1032
97180,1010,1006
97190,1014,1036
97200,1052,1049
97210,1047,1058
97220,969,1024
97230,887,981
97240,822,897
97250,886,868
97260,1000,926
97270,1027,1044
97280,1052,1004
97290,1086,1041
97300,1085,1057
97310,1080,1058
97320,1086,1077
97330,1097,1102
97340,1120,1096
97350,1105,1107
97360,1089,1099
97370,1067,1091
97380,1051,1077
97390,1046,997
97400,1035,1032
97410,1033,1066
97420,1036,1032
97430,1020,1021
97440,1017,1040
97450,1049,1079
97460,1020,1012
97470,1024,1020
97480,1004,1047
97490,1037,1036
97500,1061,1038
97510,1053,1051
97520,977,990
97530,896,965
97540,847,912
97550,907,848
97560,1003,916
97570,1032,1009
97580,1057,1045
97590,1065,1057
97600,1067,1060
97610,1071,1060
97620,1078,1076
97630,1085,1089
97640,1087,1094
97650,1086,1100
97660,1064,1095
97670,1040,1074
97680,1023,1055
97690,1012,1046
97700,994,1039
97710,992,1043
97720,992,1041
97730,984,1035
97740,968,1029
97750,963,1028
97760,980,1023
97770,986,1022
97780,977,1024
97790,973,1020
97800,1016,1033
97810,1013,1060
97820,939,992
97830,839,953
97840,788,920
97850,853,851
97860,961,920
97870,999,1003
97880,1010,1047
97890,1022,1051
97900,1045,1058
97910,1042,1051
97920,1045,1070
97930,1053,1087
97940,1054,1093
97950,1055,1093
97960,1028,1087
97970,1008,1068
97980,995,1048
97990,984,1035
98000,976,1024
98010,974,1027
98020,972,1028
98030,961,1023
98040,962,1015
98050,967,1012
98060,956,1011
98070,955,1008
98080,959,1003
98090,1073,1059
98100,986,1037
98110,911,981
98120,793,943
98130,788,897
98140,888,850
98150,974,950
98160,987,992
98170,1014,1030
98180,1016,1033
98190,1037,1031
98200,1056,1049
98210,1051,1054
98220,1067,1068
98230,1061,1076
98240,1043,1068
98250,1022,1046
98260,1009,1029
98270,992,1016
98280,992,1014
98290,986,1015
98300,982,1013
98310,976,1009
98320,978,1011
98330,965,1005
98340,969,1002
98350,971,1005
98360,975,1006
98370,1051,1117
98380,974,1016
98390,873,971
98400,788,932
98410,841,862
98420,955,901
98430,999,978
98440,1011,1009
98450,1020,1029
98460,1025,1032
98470,1048,1040
98480,1057,1055
98490,1057,1062
98500,1059,1081
98510,1043,1081
98520,1024,1072
98530,1005,1051
98540,990,1033
98550,982,1022
98560,977,1026
98570,967,1019
98580,963,1017
98590,969,1020
98600,960,1017
98610,959,1012
98620,961,1008
98630,957,1010
98640,955,1011
98650,956,1014
98660,1097,1183
98670,960,1039
98680,877,997
98690,763,960
98700,753,905
98710,865,859
98720,938,951
98730,972,989
98740,990,1038
98750,990,1035
98760,992,1055
98770,1013,1054
98780,1030,1065
98790,1031,1083
98800,1026,1067
98810,1009,1075
98820,976,1069
98830,962,1038
98840,894,1011
98850,886,1096
98860,880,1056
98870,856,1078
98880,907,998
98890,899,1054
98900,847,1003
98910,960,1074
98920,908,1165
98930,924,1120
98940,844,1137
98950,885,1077
98960,928,1129
98970,885,1057
98980,692,1074
98990,722,960
99000,739,888
99010,925,834
99020,883,1038
99030,795,951
99040,906,1075
99050,1013,1021
99060,1057,1012
99070,997,1006
99080,1003,1155
99090,1057,1123
99100,978,1030
99110,992,1059
99120,970,1106
99130,900,953
99140,939,992
99150,854,930
99160,923,1035
99170,917,1017
99180,892,926
99190,913,985
99200,966,1021
99210,919,979
99220,927,991
99230,942,1012
99240,925,1012
99250,1004,1032
99260,931,966
99270,839,897
99280,747,877
99290,797,821
99300,847,834
99310,926,950
99320,917,1002
99330,998,1036
99340,991,1040
99350,987,1059
99360,1002,1071
99370,1025,1088
99380,1044,1100
99390,1039,1102
99400,1019,1092
99410,1000,1056
99420,989,1027
99430,985,1020
99440,975,1006
99450,973,1001
99460,978,998
99470,976,998
99480,987,991
99490,984,988
99500,990,990
99510,977,985
99520,989,981
99530,978,982
99540,979,976
99550,1156,1044
99560,983,991
99570,906,915
99580,818,868
99590,825,820
99600,919,791
99610,981,916
99620,995,979
99630,1028,1014
99640,1030,1026
99650,1041,1039
99660,1051,1050
99670,1073,1074
99680,1082,1082
99690,1087,1091
99700,1075,1084
99710,1039,1054
99720,1033,1031
99730,1021,1015
99740,1007,1004
99750,1003,996
99760,1009,1000
99770,1003,1001
99780,996,1000
99790,1000,1002
99800,994,1003
99810,994,995
99820,996,1005
99830,995,993
99840,979,993
99850,1130,1055
99860,1028,1028
99870,965,958
99880,866,913
99890,845,850
99900,914,809
99910,991,916
99920,1008,975
99930,1019,1023
99940,1042,1032
99950,1038,1038
99960,1050,1047
99970,1061,1063
99980,1063,1083
99990,1062,1097
100000,1066,1092
100010,1047,1079
100020,1023,1048
100030,1006,1031
100040,992,1020
100050,1001,1015
100060,996,1011
100070,990,1010
100080,984,1005
100090,988,1005
100100,988,1016
100110,1115,1065
100120,1134,948
100130,954,961
100140,942,965
100150,937,963
100160,937,964
100170,934,963
100180,938,971
100190,918,969
100200,923,967
100210,930,985
100220,958,1007
100230,975,1023
100240,988,1029
100250,991,1026
100260,989,1027
100270,995,1031
100280,999,1022
100290,1009,1025
100300,999,1023
100310,988,1015
100320,1002,1014
100330,999,1006
100340,1060,1051
100350,1246,1089
100360,975,902
100370,959,983
100380,966,980
100390,961,984
100400,951,976
100410,966,979
100420,950,984
100430,957,988
100440,959,997
100450,976,1024
100460,993,1041
100470,1014,1046
100480,1014,1047
100490,1007,1041
100500,1023,1047
100510,1016,1052
100520,1006,1051
100530,1006,1055
100540,1008,1064
100550,1020,1058
100560,1026,1055
100570,1019,1056
100580,1004,1049
100590,1007,1047
100600,1019,1053
100610,1029,1069
100620,1192,1127
100630,1102,958
100640,966,1015
100650,979,1028
100660,976,1029
100670,974,1025
100680,964,1018
100690,963,1019
100700,953,1014
100710,961,1015
100720,966,1023
100730,978,1035
100740,1014,1051
100750,1017,1063
100760,1015,1066
100770,1006,1061
100780,1007,1057
100790,1009,1058
100800,1005,1059
100810,999,1066
100820,998,1062
100830,1001,1055
100840,1020,1055
100850,999,1047
100860,997,1041
100870,995,1043
100880,995,1040
100890,1005,1051
100900,1209,1114
100910,1033,923
100920,942,1003
100930,940,1013
100940,957,1012
100950,953,1008
100960,942,1008
100970,951,1001
100980,933,999
100990,941,1000
101000,956,1013
101010,979,1027
101020,988,1048
101030,999,1054
101040,994,1050
101050,1000,1054
101060,998,1051
101070,995,1062
101080,1002,1066
101090,991,1069
101100,992,1072
101110,998,1072
101120,995,1069
101130,994,1065
101140,983,1064
101150,986,1058
101160,990,1060
101170,990,1067
101180,1095,1121
101190,1175,1050
101200,935,984
101210,921,1022
101220,936,1020
101230,936,1026
101240,932,1021
101250,925,1016
101260,932,1021
101270,915,1019
101280,922,1022
101290,932,1038
101300,955,1059
101310,974,1067
101320,982,1070
101330,975,1068
101340,976,1063
101350,972,1066
101360,990,1065
101370,980,1066
101380,986,1072
101390,973,1073
101400,977,1068
101410,997,1065
101420,983,1067
101430,988,1053
101440,989,1059
101450,1000,1056
101460,989,1054
101470,1088,1101
101480,1222,1094
101490,950,975
101500,946,1036
101510,940,1033
101520,942,1030
101530,951,1027
101540,937,1022
101550,943,1018
101560,939,1018
101570,935,1020
101580,952,1023
101590,966,1043
101600,935,1051
101610,1003,1056
101620,994,1066
101630,989,1082
101640,979,1069
101650,977,1069
101660,968,1070
101670,983,1074
101680,967,1071
101690,983,1068
101700,983,1060
101710,993,1060
101720,981,1056
101730,972,1046
101740,987,1053
101750,983,1060
101760,1098,1112
101770,1125,988
101780,939,1003
101790,951,1018
101800,949,1021
101810,941,1019
101820,954,1013
101830,944,1013
101840,940,1009
101850,944,1009
101860,956,1016
101870,966,1039
101880,984,1057
101890,1002,1072
101900,1008,1077
101910,1009,1072
101920,1003,1073
101930,1002,1074
101940,1001,1072
101950,1005,1075
101960,1001,1070
101970,996,1072
101980,1007,1078
101990,1009,1064
102000,1014,1057
102010,1010,1066
102020,998,1053
102030,1000,1053
102040,1001,1055
102050,1039,1075
102060,1243,1120
102070,1030,942
102080,937,1023
102090,944,1020
102100,947,1026
102110,941,1023
102120,946,989
102130,940,1013
102140,940,1011
102150,946,1012
102160,951,1022
102170,962,1032
102180,988,1044
102190,1003,1059
102200,1001,1059
102210,1001,1055
102220,1003,1057
102230,1000,1055
102240,1004,1055
102250,1008,1057
102260,1000,1059
102270,995,1054
102280,1009,1047
102290,1024,1043
102300,1028,1036
102310,1014,1034
102320,1020,1035
102330,1011,1033
102340,1084,1070
102350,1249,1060
102360,959,961
102370,964,1005
102380,965,1000
102390,956,992
102400,965,995
102410,948,990
102420,939,984
102430,958,990
102440,960,994
102450,967,1003
102460,996,1028
102470,1005,1034
102480,1002,1038
102490,1010,1038
102500,999,1038
102510,1001,1040
102520,1013,1042
102530,1008,1041
102540,1012,1042
102550,1013,1036
102560,1030,1032
102570,1016,1023
102580,1017,1029
102590,1007,1028
102600,1011,1031
102610,1112,1086
102620,1171,994
102630,963,986
102640,972,998
102650,970,993
102660,962,987
102670,955,986
102680,953,986
102690,945,981
102700,948,991
102710,956,1000
102720,971,1015
102730,985,1036
102740,995,1034
102750,993,1036
102760,997,1044
102770,992,1040
102780,990,1038
102790,992,1040
102800,978,1040
102810,976,1044
102820,985,1031
102830,997,1031
102840,990,1027
102850,994,1025
102860,992,1025
102870,990,1021
102880,1011,1040
102890,1208,1092
102900,1072,919
102910,938,987
102920,942,992
102930,943,989
102940,949,995
102950,946,992
102960,939,985
102970,941,987
102980,942,991
102990,950,990
103000,952,1009
103010,974,1030
103020,992,1044
103030,995,1051
103040,998,1048
103050,994,1039
103060,998,1038
103070,1004,1057
103080,991,1055
103090,987,1070
103100,985,1072
103110,996,1067
103120,998,1076
103130,981,1062
103140,992,1062
103150,993,1057
103160,997,1057
103170,1101,1101
103180,1197,1058
103190,933,987
103200,944,1030
103210,964,1025
103220,957,1025
103230,944,1016
103240,957,1017
103250,949,1020
103260,951,1016
103270,958,1022
103280,963,1031
103290,990,1043
103300,1003,1062
103310,1007,1065
103320,1006,1059
103330,1009,1059
103340,1008,1065
103350,1013,1062
103360,1023,1063
103370,1023,1064
103380,1012,1064
103390,1019,1060
103400,1029,1063
103410,1029,1049
103420,1025,1053
103430,1024,1045
103440,1025,1050
103450,1028,1058
103460,1191,1119
103470,1077,927
103480,969,1020
103490,975,1011
103500,974,1021
103510,969,1007
103520,958,1010
103530,963,997
103540,956,1002
103550,955,1000
103560,958,1002
103570,971,1014
103580,991,1042
103590,997,1043
103600,1016,1046
103610,1007,1040
103620,1001,1043
103630,1002,1048
103640,1012,1051
103650,1001,1038
103660,1005,1041
103670,1000,1032
103680,1003,1022
103690,1017,1023
103700,1011,1022
103710,1012,1018
103720,1010,1009
103730,1021,1010
103740,1040,1028
103750,1229,1079
103760,1017,883
103770,946,958
103780,944,970
103790,964,969
103800,960,960
103810,954,967
103820,940,963
103830,967,970
103840,952,995
103850,948,1005
103860,978,956
103870,973,988
103880,995,996
103890,1006,1002
103900,996,1024
103910,1002,1019
103920,997,1044
103930,994,1014
103940,997,1013
103950,1008,1030
103960,1031,1054
103970,989,993
103980,1028,1018
103990,1000,1019
104000,1002,1014
104010,946,965
104020,1025,998
104030,1041,1038
104040,1200,1074
104050,972,887
104060,986,941
104070,964,981
104080,966,995
104090,960,984
104100,948,985
104110,951,1036
104120,922,986
104130,959,973
104140,959,983
104150,960,1004
104160,974,987
104170,994,1020
104180,992,1027
104190,1000,1016
104200,1004,1018
104210,1018,1033
104220,1002,1044
104230,984,1029
104240,1053,1036
104250,991,1032
104260,987,1029
104270,946,1024
104280,1023,1030
104290,1003,1024
104300,996,1021
104310,983,1014
104320,1017,1027
104330,1073,1046
104340,1267,1070
104350,958,906
104360,945,985
104370,999,1000
104380,983,990
104390,946,993
104400,950,1002
104410,984,992
104420,969,988
104430,949,981
104440,988,1002
104450,983,1010
104460,1005,1028
104470,1026,1044
104480,1026,1045
104490,1052,1015
104500,1034,1050
104510,1025,1057
104520,1000,1054
104530,1004,1067
104540,1014,1065
104550,1043,1053
104560,1023,1047
104570,982,1046
104580,1031,1054
104590,1008,1044
104600,1003,1067
104610,1234,1105
104620,1003,907
104630,975,1009
104640,950,1022
104650,955,1034
104660,951,1025
104670,956,1044
104680,904,1000
104690,938,1016
104700,934,1015
104710,941,1023
104720,971,1050
104730,979,1059
104740,995,1089
104750,1022,1094
104760,1023,1082
104770,981,1085
104780,987,1090
104790,993,1106
104800,989,1088
104810,995,1081
104820,944,1063
104830,982,1073
104840,981,1071
104850,982,1110
104860,1050,1064
104870,1019,1085
104880,1239,1137
104890,1033,968
104900,982,1035
104910,947,1035
104920,938,1041
104930,946,1056
104940,932,1017
104950,926,1013
104960,925,1020
104970,928,1031
104980,935,1042
104990,979,1084
105000,991,1086
105010,1021,1099
105020,1016,1084
105030,995,1084
105040,1010,1092
105050,1008,1095
105060,1007,1120
105070,1007,1081
105080,1007,1095
105090,1015,1092
105100,1019,1086
105110,1009,1087
105120,1011,1096
105130,983,1070
105140,1046,1093
105150,996,1062
105160,1064,1115
105170,1229,1141
105180,1017,950
105190,970,1045
105200,988,1034
105210,956,1056
105220,963,1042
105230,951,1069
105240,962,1021
105250,963,1034
105260,955,1036
105270,956,1085
105280,989,1022
105290,1013,1084
105300,1020,1084
105310,1011,1096
105320,997,1055
105330,1002,1082
105340,1009,1095
105350,1019,1101
105360,1021,1098
105370,1012,1108
105380,1021,1082
105390,1030,1084
105400,997,1075
105410,1034,1074
105420,1021,1077
105430,1015,1090
105440,1090,1199
105450,1292,1090
105460,994,962
105470,962,1045
105480,963,1043
105490,998,1062
105500,990,1022
105510,974,1023
105520,967,1031
105530,973,1037
105540,975,1035
105550,979,986
105560,991,1056
105570,998,1070
105580,1035,1090
105590,1039,1083
105600,1000,1067
105610,1031,1070
105620,1030,1103
105630,1025,1089
105640,1018,1085
105650,1005,1089
105660,1018,1073
105670,1030,1085
105680,1028,1092
105690,991,1065
105700,1018,1054
105710,1019,1065
105720,982,1063
105730,1027,1096
105740,1286,1138
105750,1029,951
105760,971,1048
105770,965,1013
105780,963,1025
105790,961,1035
105800,961,1037
105810,958,1001
105820,950,1016
105830,959,1033
105840,970,1023
105850,985,1032
105860,1003,1065
105870,1017,1074
105880,1014,1080
105890,996,1129
105900,1001,1067
105910,1028,1078
105920,1014,1109
105930,1008,1068
105940,1014,1081
105950,1013,1074
105960,1006,1067
105970,1019,1071
105980,1026,1090
105990,1028,1054
106000,1020,1052
106010,1013,1062
106020,1002,1059
106030,1080,1092
106040,1270,1100
106050,979,946
106060,975,1029
106070,972,1031
106080,962,1048
106090,962,997
106100,972,1019
106110,946,1014
106120,947,1019
106130,960,1025
106140,975,1037
106150,988,1057
106160,992,1042
106170,999,1066
106180,1002,1070
106190,994,1084
106200,1003,1064
106210,1005,1073
106220,981,1070
106230,999,1081
106240,992,1085
106250,989,1110
106260,1000,1055
